reference,author,title,city,editorial,year,catalog
"AA.VV., XXV Certamen de Cuentos de Navidad “Ciudad de Don Benito”.  Don Benito, Ayuntamiento, 2022.",AA.VV.,XXV Certamen de Cuentos de Navidad “Ciudad de Don Benito”,Don Benito,Ayuntamiento,2022,2022-2023
AA. VV. | La militancia: El periódico socialista de la provincia de Cáceres. | Cáceres | PSOE provincia de Cáceres | 2022.,AA.VV.,La militancia: El periódico socialista de la provincia de Cáceres.,Cáceres,PSOE provincia de Cáceres,2022,2022-2023
"AA.VV., L de lírica. Badajoz, Ámbito Cultura del Corte Inglés, 2023. Con versos de los 20 poetas que han participado en dicha institución.",AA.VV.,L de lírica,Badajoz,Ámbito Cultura del Corte Inglés,2023,2022-2023
AA. VV | XLIII Jornadas de Viticultura y Enología de la Tierra de Barros. III. | Almendralejo | Centro Universitario Santa Ana | 2022.,AA. VV,XLIII Jornadas de Viticultura y Enología de la Tierra de Barros. III.,Almendralejo,Centro Universitario Santa Ana,2022,2022-2023
"AA.VV., Déjame que te cuente. E.P.D.E. Nuevo Amanecer Comarca Vegas Altas. Badajoz, Diputación, 2022.",AA.VV.,Déjame que te cuente,Badajoz,Diputación,2022,2022-2023
AA. VV | Aire por aire. A Santiago Castelo | Don Benito | Vberitas | 2022.,AA. VV,Aire por aire. A Santiago Castelo,Don Benito,Vberitas,2022,2022-2023
"AA.AA., B. José Gallardo. Una vida de libros. Badajoz, Ayuntamiento/UBEX, 2023.",B. José Gallardo AA.AA.,Una vida de libros,Badajoz,Ayuntamiento/UBEX,2023,2022-2023
"AA.AA., Camino mozárabe de Santiago: guía del peregrino. Badajoz, Diputación/Asociación de Amigos del Camino Mozárabe de Santiago de Badajoz, 2022.",AA.AA.,Camino mozárabe de Santiago: guía del peregrino,Badajoz,Diputación/Asociación de Amigos del Camino Mozárabe de Santiago de Badajoz,2022,2022-2023
AA. VV | Catálogo XXVIII Premio Internacional del Pintura “Francisco de Zurbarán” | Fuente de Cantos | Ayuntamiento | 2022.,AA. VV,Catálogo XXVIII Premio Internacional del Pintura “Francisco de Zurbarán”,Fuente de Cantos,Ayuntamiento,2022,2022-2023
"AA.VV, Catálogo de vestigios franquistas de la provincia de Badajoz : vestigios municipales de exaltación, personal o colectiva, de la sublevación   militar, la guerra civil y la dictadura franquista / [prólogo, Ángel Viñas  López Rodríguez]. Badajoz, Diputación, 2022.",AA.VV,"Catálogo de vestigios franquistas de la provincia de Badajoz : vestigios municipales de exaltación, personal o colectiva, de la sublevación militar, la guerra civil y la dictadura franquista",Badajoz,Diputación,2022,2022-2023
"AA.VV., Coloquios Históricos de Extremadura (50a. 2021. Trujillo) L Coloquios Históricos de Extremadura: dedicados a los 50 años con la historia y el patrimonio de Extremadura (1971-2021). Trujillo,  Asociación Cultural Coloquios Históricos de Extremadura, 2022.",AA.VV.,Coloquios Históricos de Extremadura (50a. 2021),Trujillo,Asociación Cultural Coloquios Históricos de Extremadura,2022,2022-2023
"AA.VV., Congreso de autores barcarroteños. Barcarrota, Ayuntamiento, 2023.",AA.VV.,Congreso de autores barcarroteños,Barcarrota,Ayuntamiento,2023,2022-2023
"AA.VV., Convento de las Carmelitas Descalzas de Badajoz en la vida religiosa de la ciudad. Badajoz, Fundación CB, 2022.",AA.VV.,Convento de las Carmelitas Descalzas de Badajoz en la vida religiosa de la ciudad,Badajoz,Fundación CB,2022,2022-2023
"AA.VV, Del puente romano de Alcántara al diálogo con la actualidad. Madrid, Pigmalión, 2022.",AA.VV,Del puente romano de Alcántara al diálogo con la actualidad,Madrid,Pigmalión,2022,2022-2023
"AA.VV., Informe general de la situación de Extremadura 2022. Badajoz, Club Senior de Extremadura, 2022.",AA.VV.,Informe general de la situación de Extremadura 2022,Badajoz,Club Senior de Extremadura,2022,2022-2023
"AA.VV., Documentos del mes 2012-2022. Cáceres, Diputación, 2023.",AA.VV.,Documentos del mes 2012-2022,Cáceres,Diputación,2023,2022-2023
"AA.VV., El libro de la memoria. Campanario, Ayuntamiento, 2022.",AA.VV.,El libro de la memoria,Campanario,Ayuntamiento,2022,2022-2023
"AA.VV, El Periódico Extremadura : 100 años de periodismo 1923-2023. Madrid, Prensa Ibérica, 2023.",AA.VV,El Periódico Extremadura : 100 años de periodismo 1923-2023,Madrid,Prensa Ibérica,2023,2022-2023
"AA. VV., El vuelo de la palabra: la poesía en Extremadura en 2022. Badajoz, Ayuntamiento, Servicio de publicaciones, 2023.",AA.VV.,El vuelo de la palabra: la poesía en Extremadura en 2022,Badajoz,"Ayuntamiento, Servicio de publicaciones",2023,2022-2023
"AA. VV., El vuelo de la palabra. El cuento en Extremadura. Badajoz,  Ayuntamiento, 2022.",AA.VV.,El vuelo de la palabra. El cuento en Extremadura,Badajoz,Ayuntamiento,2022,2022-2023
"AA.VV, Encuentros de Estudios Comarcales Vegas Altas, La Serena y L XIII Encuentros de Estudios Comarcales Vegas Altas, La Serena y La Siberia: dedicados al Condado de Siruela / organiza, Federación de  Asociaciones Culturales de la Siberia, la Serena y Vegas Altas. Vegas Altas, (SISEVA, 2023.   AA.VV., Extremadura. Red Regional de Talleres Literarios. Taller de la poesía y del relato: [Antología, 2019-2021]. / Red Regional de Talleres Literarios. Badajoz, Asociación de Universidades Populares de Extremadura, 2022.",AA.VV.,"Encuentros de Estudios Comarcales Vegas Altas, La Serena y La Siberia: dedicados al Condado de Siruela",Vegas Altas,SISEVA,2023,2022-2023
"AA. VV, El jurista guadalupense Lorenzo Lebrón de Quiñones y su época. La forja de Nueva España en el siglo XVI. Madrid, Ediciones Laborum/Academia Europea de Yuste, agosto 2022",AA. VV,El jurista guadalupense Lorenzo Lebrón de Quiñones y su época. La forja de Nueva España en el siglo XVI,Madrid,Ediciones Laborum/Academia Europea de Yuste,2022,2022-2023
"AA. VV, Homenaje a la mujer en casco antiguo de Badajoz. Badajoz, Fundación CB, 2023.",AA. VV,Homenaje a la mujer en casco antiguo de Badajoz,Badajoz,Fundación CB,2023,2022-2023
"AA.VV., Velos: colección universo femenino. Badajoz, Fundación CB, 2023.",AA.VV.,Velos: colección universo femenino,Badajoz,Fundación CB,2023,2022-2023
"AA.VV., Valdequemao Folk (Grupo musical). Cantores del pueblo trovadores de la memoria. Villafranca de los Barros, Ayuntamiento, 2022.",Valdequemao Folk (Grupo musical) AA.VV.,Cantores del pueblo trovadores de la memoria,Villafranca de los Barros,Ayuntamiento,2022,2022-2023
"Barbero Gómez, Francisco, Zacarías, un arriero en Las Hurdes. S. l., Imprenta Kadmos), 2022.",Francisco Barbero Gómez,"Zacarías, un arriero en Las Hurdes",S. l.,Imprenta Kadmos,2022,2022-2023
"AA.VV., 12 Documentos del mes de 2022 del Archivo Histórico Municipal. Cáceres, Ayuntamiento, 2023.",AA.VV.,12 Documentos del mes de 2022 del Archivo Histórico Municipal,Cáceres,Ayuntamiento,2023,2022-2023
"Álvarez Rodríguez, Elena, Un elefante bajo el parasol blanco. Barcelona, Plaza y Janés, 2022.",Elena Álvarez Rodríguez,Un elefante bajo el parasol blanco,Barcelona,Plaza y Janés,2022,2022-2023
"Álvaro Rubio, Joaquín, Barcarrota. De la arquitectura popular al art nouveau. Barcarrota, Ayuntamiento, 2023",Joaquín Álvaro Rubio,De la arquitectura popular al art nouveau,Barcarrota,Ayuntamiento,2023,2022-2023
"Álvaro Rubio, Joaquín, Homenaje a D. Fernando Serrano Mangas. Barcarrota, Ayuntamiento, 2023. Biografía",Joaquín Álvaro Rubio,Homenaje a D. Fernando Serrano Mangas,Barcarrota,Ayuntamiento,2023,2022-2023
"Alviz Serrano, Antonio, Torrejoncillo en el siglo XVIII. Torrejoncillo Ayuntamiento.",Antonio Alviz Serrano,Torrejoncillo en el siglo XVIII,Torrejoncillo,Ayuntamiento,,2022-2023
"Anónimo, Construyendo un mundo mejor desde los ODS. 4 : guía y cuaderno de actividades. Badajoz, Scouts de Extremadura, 2022.",Anónimo,Construyendo un mundo mejor desde los ODS. 4 : guía y cuaderno de actividades,Badajoz,Scouts de Extremadura,2022,2022-2023
"Anónimo, Estatutos. Badajoz, UBEX, 2022.",Anónimo,Estatutos,Badajoz,UBEX,2022,2022-2023
"Anónimo, La vida de Lazarillo de Tormes y de sus fortunas y adversidades. Edición facsímil de la encontrada tras la pared el año 1992. Barcarrota, Ayuntamiento, 2023.",Anónimo,La vida de Lazarillo de Tormes y de sus fortunas y adversidades,Barcarrota,Ayuntamiento,2023,2022-2023
"Anónimo, Ruta Senderista de los Hortelanos. Usagre, 2023. . Antonio Flores, María Dolores, Las puntadas de un descosido. Badajoz, Editamás, 2022. Poesía",Anónimo,Ruta Senderista de los Hortelanos,Usagre,,2023,2022-2023
"Antúnez Núñez, Nani, El milagro del arroz. Olivenza: (cuento infantil). Badajoz, Diputación, 2022.",Nani Antúnez Núñez,El milagro del arroz,Olivenza,Diputación,2022,2022-2023
"Aparicio, Miguel Ángel y Subrová, Zdenka, Los gatos del Prado. Madrid, Agrícola Española, 2022.  Él es profesor de Veterinaria en la UEX).",Miguel Ángel Aparicio;Zdenka Subrová,Los gatos del Prado,Madrid,Agrícola Española,2022,2022-2023
"Aparicio Sánchez, Pedro (coord.), Casa Regional de Extremadura en Getafe, nº 111, noviembre 2022 (Lleva más de 20 años).",Pedro Aparicio Sánchez,Casa Regional de Extremadura en Getafe,nº 111,noviembre 2022,,2022-2023
"Aragoneses, Raúl, El infierno comunica. Mérida, De la luna libros, 2022. Microrrelatos.",Raúl Aragoneses,El infierno comunica,Mérida,De la luna libros,2022,2022-2023
"Arroyo Masa, Isidoro, Rimas. Madrid, Pigmalión, 2022.",Isidoro Arroyo Masa,Rimas,Madrid,Pigmalión,2022,2022-2023
"Artaloytia Lázaro, M. Carmen, Carmen. Madrid, Ed. Letrame, 2022.",M. Carmen Artaloytia Lázaro,Carmen,Madrid,Ed. Letrame,2022,2022-2023
"Atienza Lara, María del Mar (coord.), Barcarrota, ayer y hoy a través de la fotografía, III. Barcarrota, Ayuntamiento, 2023",María del Mar Atienza Lara,"Barcarrota, ayer y hoy a través de la fotografía, III",Barcarrota,Ayuntamiento,2023,2022-2023
"Avendaño, Diana, Pasos perdidos. Catálogo exposición pintura. Badajoz, CB, 2023.",Diana Avendaño,Pasos perdidos,Badajoz,CB,2023,2022-2023
"Ayala Vicente, Fernando (coord.), Alcántara, nº 95. Cáceres, Diputación",Fernando Ayala Vicente,Alcántara,Cáceres,Diputación,,2022-2023
"Ballester, José María, Días de escuela: formando toreros. Badajoz, Diputación, 2022.",José María Ballester,Días de escuela: formando toreros,Badajoz,Diputación,2022,2022-2023
"Barea, Arturo, Contra el fascismo. Barcelona, Espasa, 2023. Ensayos políticos (2)",Arturo Barea,Contra el fascismo,Barcelona,Espasa,2023,2022-2023
"Álvarez García, Vicente y otros, Lecciones sobre los medios materiales y personales de la Administración y sobre el orden público. Cáceres, UEX, 2022.",Vicente Álvarez García;otros,Lecciones sobre los medios materiales y personales de la Administración y sobre el orden público,Cáceres,UEX,2022,2022-2023
"Álvarez González- Jubete, Carmen, Viaje en bus. Cáceres, Asociación Cultural Letras Cascabeleras, 2022.",Carmen Álvarez González- Jubete,Viaje en bus,Cáceres,Asociación Cultural Letras Cascabeleras,2022,2022-2023
"Álvarez Gómez, Jesús, La huella luminosa y amarga de vivir. Mérida, De la luna libros, 2022. Relatos.",Jesús Álvarez Gómez,La huella luminosa y amarga de vivir,Mérida,De la luna libros,2022,2022-2023
"Albarrán Madrigal, Gonzalo, Especies invasoras: guía de supervivencia. Badajoz, ASDE, Scouts de Extremadura, 2022.",Gonzalo Albarrán Madrigal,Especies invasoras: guía de supervivencia,Badajoz,"ASDE, Scouts de Extremadura",2022,2022-2023
"AA.VV., 28 aves de la comarca Miajadas-Trujillo. Miajadas. Adicomt, 2023. Guía ornitológica.",AA.VV.,28 aves de la comarca Miajadas-Trujillo,Miajadas,Adicomt,2023,2022-2023
"Al Adib, Miriam, Hablemos de adolescencia. Madrid, Editorial Oberon, 2022. Ensayo",Miriam Al Adib,Hablemos de adolescencia,Madrid,Editorial Oberon,2022,2022-2023
"Acedo Díaz, Theófilo, Señas de identidad. Aproximaciones a la idiosincrasia villarteña. Madrid, Domiduca Libreros, 2023.",Theófilo Acedo Díaz,Señas de identidad. Aproximaciones a la idiosincrasia villarteña,Madrid,Domiduca Libreros,2023,2022-2023
"Acevedo, Serrano, Manuel y otros, Manual de materiales naturales en construcción. Mérida, Centro de Investigaciones Científicas y Tecnológicas de Extremadura (CICYTEX) , 2022.",Serrano Acevedo;otros,Manual de materiales naturales en construcción,Mérida,Centro de Investigaciones Científicas y Tecnológicas de Extremadura (CICYTEX),2022,2022-2023
"Acosta, Benito, Versos de casa en casa. Málaga, autoedición, 2022.",Benito Acosta,Versos de casa en casa,Málaga,autoedición,2022,2022-2023
"Adámez Díaz, Antonio, Ocho alacenas en la fortaleza: Orellana la Vieja.  Trujillo, Palacio de los Barrantes- Cervantes, 2022.",Antonio Adámez Díaz,Ocho alacenas en la fortaleza: Orellana la Vieja,Trujillo,Palacio de los Barrantes- Cervantes,2022,2022-2023
"Aguirre Nogués, Antonio Aprendiendo de los maestros. Catálogo exposición pintura. Badajoz, CB, 2023.",Antonio Aguirre Nogués,Aprendiendo de los maestros. Catálogo exposición pintura,Badajoz,CB,2023,2022-2023
"Aita, Rafael, Los Incas hispanos: la historia no contada de la conquista del Perú. San Sebastián, La Tribuna del País Vasco, agosto 2022.",Rafael Aita,Los Incas hispanos: la historia no contada de la conquista del Perú,San Sebastián,La Tribuna del País Vasco,2022,2022-2023
"Albarrán Saavedra, Paloma, Un nuevo comienzo. Badajoz, Fundación CB, 2022.",Paloma Albarrán Saavedra,Un nuevo comienzo,Badajoz,Fundación CB,2022,2022-2023
"Álvarez, Elena, Un elefante bajo el parasol blanco. Barcelona, Plaza y Janés, 2022.",Elena Álvarez,Un elefante bajo el parasol blanco,Barcelona,Plaza y Janés,2022,2022-2023
"Alcalá, Fernando, El lamento del hielo. Madrid, Nocturna Ediciones, 2023. Novela.",Fernando Alcalá,El lamento del hielo,Madrid,Nocturna Ediciones,2023,2022-2023
"Alfonso Hernández, Antonio (coord.), El vuelo de la palabra. El cuento en Extremadura. Badajoz, Ayuntamiento, 2022.",Antonio Alfonso Hernández,El vuelo de la palabra. El cuento en Extremadura,Badajoz,Ayuntamiento,2022,2022-2023
"Almagro Gorbea, Martín, Lusitania y Extremadura. Los orígenes de Lusitania. Trujillo, RAEX, 2022. Nº 17.",Martín Almagro Gorbea,Lusitania y Extremadura. Los orígenes de Lusitania,Trujillo,RAEX,2022,2022-2023
"Alonso Araújo, J. C., Sorpresas, lluvia, final. Villafranca de los Barros, autoedición, 2022.",J. C. Alonso Araújo,"Sorpresas, lluvia, final",Villafranca de los Barros,autoedición,2022,2022-2023
"Alonso Araújo, J. C., Tan calentitos. Villafranca de los Barros, autoedición, 2022.",J. C. Alonso Araújo,Tan calentitos,Villafranca de los Barros,autoedición,2022,2022-2023
"Alonso Domínguez, César, Valdastillas: una mirada al pasado. Cáceres, Diputación, 2022.",César Alonso Domínguez,Valdastillas: una mirada al pasado,Cáceres,Diputación,2022,2022-2023
"Alonso de la Torre Núñez, J., Generalísimo: Trilogía El peluquero de Franco III. Galisteo, La Moderna, 2023. (Tras Nunca te fíes de un militar gallego y El general se pone nervioso).",J. Alonso de la Torre Núñez,Generalísimo: Trilogía El peluquero de Franco III,Galisteo,La Moderna,2023,2022-2023
"Álvarez, Alba, Las cinco letras de tu nombre. Almería, Círculo Rojo, 2023.",Alba Álvarez,Las cinco letras de tu nombre,Almería,Círculo Rojo,2023,2022-2023
"Cerrato Martín-Lobo y otras, Velos. Badajoz, Fundación CB, 2023. Poesía.",Cerrato Martín-Lobo y otras,Velos,Badajoz,Fundación CB,2023,2022-2023
"Cerrato, Antonia y otros, Velos. Badajoz, CB, 2023",Antonia Cerrato;otros,Velos,Badajoz,CB,2023,2022-2023
"Cervantes, Miguel de, Rinconete y Cortadillo, El celoso extremeño, La ilustre fregona, El licenciado Vidriera. Cáceres, Diputación, 2022. Adaptación de las cuatro “novelas ejemplares” citadas.",Miguel de Cervantes,"Rinconete y Cortadillo, El celoso extremeño, La ilustre fregona, El licenciado Vidriera",Cáceres,Diputación,2022,2022-2023
"Gil del Reino, Ángel, El éxtasis de Eloisa. Madrid, Editorial Adarve, 2023.",Ángel Gil del Reino,El éxtasis de Eloisa,Madrid,Editorial Adarve,2023,2022-2023
"García Villalón, Antonio, Negocios de Cáceres de ayer y de hoy. Cáceres, Canchales, 2022. 314 págs.",Antonio García Villalón,Negocios de Cáceres de ayer y de hoy,Cáceres,Canchales,2022,2022-2023
"Garía, José Miguel, Zikaron: cinco miradas en verso. Cáceres, Asociación Cultural Letras Cascabeleras, 2022.",José Miguel Garía,Zikaron: cinco miradas en verso,Cáceres,Asociación Cultural Letras Cascabeleras,2022,2022-2023
"Garrido, Tente, Temperamentos básicos. Mérida, ERE, 2022. Poesía.",Tente Garrido,Temperamentos básicos,Mérida,ERE,2022,2022-2023
"Garzó Puertos, Vicente y Gómez González, Rubén, Introducción a la Física Estadística. Cáceres, UEX, 2022",Vicente Garzó Puertos;Rubén Gómez González,Introducción a la Física Estadística,Cáceres,UEX,2022,2022-2023
"Gata Amate, Francisca, Estética y pavos. A Coruña, Bunker Books, 2023.  Novela adolescentes",Francisca Gata Amate,Estética y pavos,A Coruña,Bunker Books,2023,2022-2023
"Gauss, Carl F., Teoría general del magnetismo terrestre. Introducción, traducción y notas de José M. Vaquero. Madrid, Universidad Complutenses, 2021.",Carl F. Gauss,Teoría general del magnetismo terrestre,Madrid,Universidad Complutense,2021,2022-2023
"Gil González, Nicanor, Para comerte mejor. Mérida, Plan de Fomento de la Lectura en Extremadura, 2022.",Nicanor Gil González,Para comerte mejor,Mérida,Plan de Fomento de la Lectura en Extremadura,2022,2022-2023
"Gil Sierra, Jacinto, Guía de los molinos hidráulicos de Barcarrota. Barcarrota, Ayuntamiento, 2022.",Jacinto Gil Sierra,Guía de los molinos hidráulicos de Barcarrota,Barcarrota,Ayuntamiento,2022,2022-2023
"-Gil Sierra, Jacinto, Tesoros del Guadiana. Madrid, Beturia, 2022.",Jacinto Gil Sierra,Tesoros del Guadiana,Madrid,Beturia,2022,2022-2023
"Gil del Reino, Ángel, Un tritón en el mar dulce de La Serena. Novela con la que el autor villanovense concluye su Trilogía de las casualidades (Madrid, Editorial Adarve, 2023).",Ángel Gil del Reino,Un tritón en el mar dulce de La Serena,Madrid,Editorial Adarve,2023,2022-2023
"Gallardo Díaz, Juana, Bestiario  del deseo. Sabadell, Hakabooks, 2023. Poemario.",Juana Gallardo Díaz,Bestiario del deseo,Sabadell,Hakabooks,2023,2022-2023
"Gimeno, Silvia, Ven a la escuela de magia: un año escolar.   Cáceres, Cuatro Hojas, 2023.",Silvia Gimeno,Ven a la escuela de magia: un año escolar,Cáceres,Cuatro Hojas,2023,2022-2023
"Ginard Féron, David, Matilde Landa. El compromiso y la tragedia (1904-1942. Valencia, PUV, 2023",David Ginard Féron,El compromiso y la tragedia (1904-1942),Valencia,PUV,2023,2022-2023
"Giraldo Sánchez, Enrique, Cien mil gotas de sangre. Cáceres, Cuatro hojas. 2022. Natural de Ibahernando.",Enrique Giraldo Sánchez,Cien mil gotas de sangre,Cáceres,Cuatro hojas,2022,2022-2023
"Girol García, Antonio, Virgina Lot. Badajoz, autoedición, diciembre 2022. Novela.",Antonio Girol García,Virgina Lot,Badajoz,autoedición,2022,2022-2023
"Gómez Arce, Manuel, Visiones naifs de lo cotidiano. Badajoz, Fundación CB, 2022.",Manuel Gómez Arce,Visiones naifs de lo cotidiano,Badajoz,Fundación CB,2022,2022-2023
"Gómez Becerra, Manuela, Palabras, sentires y vivencias de Ángel Valadés. Gómez, Don Benito (Badajoz), Ayuntamiento, 2022.",Manuela Gómez Becerra,"Palabras, sentires y vivencias de Ángel Valadés",Don Benito (Badajoz),Ayuntamiento,2022,2022-2023
"Gómez Bustamante, Pepa, Tumbas en el alma. Azuaga. Stela Literaria, 2022.",Pepa Gómez Bustamante,Tumbas en el alma,Azuaga,Stela Literaria,2022,2022-2023
"Gómez Bustamante, Pepa, Catalina de Yegros. Córdoba, Almuzara, 2023.",Pepa Gómez Bustamante,Catalina de Yegros,Córdoba,Almuzara,2023,2022-2023
"Gómez Bustamante, Pepa, Perlas. Azuaga, Stela Literaria, 2022.",Pepa Gómez Bustamante,Perlas,Azuaga,Stela Literaria,2022,2022-2023
"García Romero, María Fe, Álamos quemados, campana rota. Cáceres, Cuatro Hojas, 2022.",María Fe García Romero,"Álamos quemados, campana rota",Cáceres,Cuatro Hojas,2022,2022-2023
"García Puente, Luisa y Tena, Ernesto, Acontecimientos en Barcarrota y memorias de un pobre peluquero. Barcarrota, Ayuntamiento, 2022",Luisa García Puente;Ernesto Tena,Acontecimientos en Barcarrota y memorias de un pobre peluquero,Barcarrota,Ayuntamiento,2022,2022-2023
"García Píriz, Enrique, Pasaba por aquí. Barcarrota, Ayuntamiento, 2023.",Enrique García Píriz,Pasaba por aquí,Barcarrota,Ayuntamiento,2023,2022-2023
"García Pérez, Juan y Jiménez Ávila, Javier (dirs.), Al Alba. Nº 1. Mérida, ERE, 2023- Revista impulsada por Premhex (Recuperación de la Memoria Histórica de Extremadura), aparece con 126 págs.",Juan García Pérez;Javier Jiménez Ávila,Al Alba. Nº 1,Mérida,ERE,2023,2022-2023
"Gallardo Perogil, Francisco, Abre tus alas. Sevilla, Editorial ‏Punto Rojo Libros,   2022",Francisco Gallardo Perogil,Abre tus alas,Sevilla,Editorial Punto Rojo Libros,2022,2022-2023
"Gallego, Ambrosio, Salidas de emergencia. Madrid, Amargord, 2022. Poesía 	 Gallego, Ambrosio, El imperio de las luces. Madrid, Beturia, 2022. Poesía.",Ambrosio Gallego,Salidas de emergencia,Madrid,Amargord,2022,2022-2023
"Gallego, Mercedes, La aventura de Apagafuegos. S.l. , Autoedición, 2022. Cuento infantil.",Mercedes Gallego,La aventura de Apagafuegos,S.l.,Autoedición,2022,2022-2023
"Gallego y Vázquez, Ortografía teórico-práctica de la Lengua Española. Barcarrota, Ayuntamiento, 2022.",Gallego y Vázquez,Ortografía teórico-práctica de la Lengua Española,Barcarrota,Ayuntamiento,2022,2022-2023
"Gálvez, Diego, Ir al cielo. Caligrama Editorial, 2022. Novela",Diego Gálvez,Ir al cielo,Caligrama Editorial,Caligrama Editorial,2022,2022-2023
"Gamero, Martín, El legado de las olvidadas. Badajoz, Editamás, 2022.",Martín Gamero,El legado de las olvidadas,Badajoz,Editamás,2022,2022-2023
"Gamino, Juan, Salvaje. Badajoz, Fundación CB, 2022.",Juan Gamino,Salvaje,Badajoz,Fundación CB,2022,2022-2023
"García Martín, José Luis, Elogio de la cordura (Diarios 2021-2022). Sevilla, Renacimiento, 2023. Gándara Martín, Jesús de la, Agua somos: principio de hidrosofía. Mérida, ERE. 2022.",José Luis García Martín,Elogio de la cordura (Diarios 2021-2022),Sevilla,Renacimiento,2023,2022-2023
"García, Óscar, El eco del agua. Memorias de un pueblo hundido. Almería, Círculo Rojo, 2022.",Óscar García,El eco del agua. Memorias de un pueblo hundido,Almería,Círculo Rojo,2022,2022-2023
"García Araya, Guadalupe, Un ático en ruinas. Azuaga, Editorial Stela Literaria, 2022. Poesía",Guadalupe García Araya,Un ático en ruinas,Azuaga,Editorial Stela Literaria,2022,2022-2023
"García Cabello, Irene, Un paraíso en la tierra. Sevilla, Editorial Readuck, 2023. Novela (fantasía).",Irene García Cabello,Un paraíso en la tierra,Sevilla,Editorial Readuck,2023,2022-2023
"García Calderón, Jesús, Condición de refugio. Salobreña (Granada), Editorial Alhulia, 2022.",Jesús García Calderón,Condición de refugio,Salobreña (Granada),Editorial Alhulia,2022,2022-2023
"García Calderón, Jesús María, Una frontera invertida. La Raya de Portugal como antítesis de la Frontera y Contestación de Gerardo Ayala Hernández. Trujillo, R. Academia de Extremadura, 2022. Ensayo",Jesús María García Calderón,Una frontera invertida. La Raya de Portugal como antítesis de la Frontera y Contestación de Gerardo Ayala Hernández,Trujillo,R. Academia de Extremadura,2022,2022-2023
"García Candelas, Antonio, Paisajes históricos de Badajoz. Badajoz, Editamás, 2022.",Antonio García Candelas,Paisajes históricos de Badajoz,Badajoz,Editamás,2022,2022-2023
"García Carrasco, Fernando, Espada del rey y soldado del Papa. Badajoz, Editamás, 2023. Novela histórica.",Fernando García Carrasco,Espada del rey y soldado del Papa,Badajoz,Editamás,2023,2022-2023
"García Chamorro, Moisés y Nuevo Sánchez, María José, Problemas de física. Un manual de problemas.  Cáceres, UEX, 2023.",Moisés García Chamorro;María José Nuevo Sánchez,Problemas de física. Un manual de problemas,Cáceres,UEX,2023,2022-2023
"García Gallardo, Mauro, Nuestra Señora de Rocamador. Almendral, Pago de las Encomiendas, 2023",Mauro García Gallardo,Nuestra Señora de Rocamador,Almendral,Pago de las Encomiendas,2023,2022-2023
"García Gallardo, Mauro y Jiménez Reinoso, José, Semana Santa en Almendral. Granada, Gami Editorial, 2022",Mauro García Gallardo;José Jiménez Reinoso,Semana Santa en Almendral,Granada,Gami Editorial,2022,2022-2023
"García Martín, Noelia, De mis pies a mis ruedas. Plasencia, 2023, Autobiográfico.",Noelia García Martín,De mis pies a mis ruedas,Plasencia,Autobiográfico,2023,2022-2023
"Gómez Ciurana, Guillermo, La venerable Aurora ilumina la verde maravilla: sólo suya. S. l., autoedición, 2023.",Guillermo Gómez Ciurana,La venerable Aurora ilumina la verde maravilla: sólo suya,S. l.,autoedición,2023,2022-2023
"Gómez Ciurana, Guillermo, Los doce apóstoles de la Nueva España: ""la conquista espiritual"". S. l., GGC (Solo puente), 2022.",Guillermo Gómez Ciurana,Los doce apóstoles de la Nueva España: la conquista espiritual,s. l.,GGC (Solo puente),2022,2022-2023
"Gómez de la Torre, Juan José, Gesto, color y materia. Badajoz, Fundación CB, 2022.",Juan José Gómez de la Torre,"Gesto, color y materia",Badajoz,Fundación CB,2022,2022-2023
"González Rodríguez, Alberto, El león y la columna: Crónicas de Badajoz. Badajoz, Fundación CB, 2022.",Alberto González Rodríguez,El león y la columna: Crónicas de Badajoz,Badajoz,Fundación CB,2022,2022-2023
"Gordillo, Juan, Huella de sangre. Arganda del Rey, Avant Editorial, 2022. Novela negra, la primera del autor (n. Badajoz). Novela histórica.",Juan Gordillo,Huella de sangre,Arganda del Rey,Avant Editorial,2022,2022-2023
"Gragera, Francisco, Los del Llano. Las Rozas (Madrid), Editorial Raíces, 2022.",Francisco Gragera,Los del Llano,Las Rozas (Madrid),Editorial Raíces,2022,2022-2023
"Grande, Eva, Nada es lo que parece, el entendimiento. Badajoz, Fundación CB, 2023.",Eva Grande,"Nada es lo que parece, el entendimiento",Badajoz,Fundación CB,2023,2022-2023
"Grande Quejigo, Francisco Javier, Antología didáctica de la literatura española medieval. Cáceres, UEX, 2022.",Francisco Javier Grande Quejigo,Antología didáctica de la literatura española medieval,Cáceres,UEX,2022,2022-2023
"Gras, José F. y Lozano Marisa, Guía actualizada de lenguaje no sexista en la administración pública de Extremadura. S.l., Instituto de la Mujer de Extremadura, IMEX, 2022.",José F. y Lozano Marisa Gras,Guía actualizada de lenguaje no sexista en la administración pública de Extremadura,S.l.,"Instituto de la Mujer de Extremadura, IMEX",2022,2022-2023
"Grau Lobato, Germán, Cuadernos de viaje: Túnez. Badajoz, Fundación CB, 2022.",Germán Grau Lobato,Cuadernos de viaje: Túnez,Badajoz,Fundación CB,2022,2022-2023
"Grau Lobato, Germán, Cuadernos de viaje: Israel. Badajoz, Fundación CB, 2022.",Germán Grau Lobato,Cuadernos de viaje: Israel,Badajoz,Fundación CB,2022,2022-2023
